IBC Code 2020 — Operational References Master Database,,,,,,
Source: IBC Code 2020 Edition (OCR PDF)  |  Total References: 61  |  Resolved: 61  |  Not Found: 0  |  Chapter 17 column o extraction,,,,,,
#,Reference,Chapter,Page,Title / Description,Full Text,Status
1,15.2,15,51,Ammonium nitrate solution (93% or less),"15.2      Ammonium nitrate solution (93% or less)
15.2.1    The ammonium nitrate solution shall contain at least 7% by weight of water. The acidity (pH) of the
          cargo when diluted with ten parts of water to one part of cargo by weight shall be between 5.0 and
          7.0. The solution shall not contain more than 10 ppm chloride ions, 10 ppm ferric ions and shall be
          free of other contaminants.

15.2.2    Tanks and equipment for ammonium nitrate solution shall be independent of tanks and equipment
          containing other cargoes or combustible products. Equipment which may, in service or when
          defective, release combustible products into the cargo (e.g. lubricants) shall not be used. Tanks
          shall not be used for seawater ballast.

15.2.3    Except where expressly approved by the Administration, ammonium nitrate solutions shall not be
          transported in tanks which have previously contained other cargoes unless tanks and associated
          equipment have been cleaned to the satisfaction of the Administration.

15.2.4    The temperature of the heat-exchanging medium in the tank heating system shall not exceed 160°C.
          The heating system shall be provided with a control system to keep the cargo at a bulk mean
          temperature of 140°C. High-temperature alarms at 145°C and 150°C and a low-temperature alarm
          at 125°C shall be provided. Where the temperature of the heat-exchanging medium exceeds 160°C,
          an alarm shall also be given. Temperature alarms and controls shall be located on the navigating
          bridge.

15.2.5    If the bulk mean cargo temperature reaches 145°C, a cargo sample shall be diluted with ten parts of
          distilled or demineralized water to one part of cargo by weight and the pH shall be determined by
          means of a narrow-range indicator paper or stick. Acidity measurements shall then be taken every
          24 hours. If the pH is found to be below 4.2, ammonia gas shall be injected into the cargo until the
          pH of 5.0 is reached.

15.2.6    A fixed installation shall be provided to inject ammonia gas into the cargo. Controls for this system
          shall be located on the navigation bridge. For this purpose, 300 kg of ammonia per 1,000 tonnes of
          ammonium nitrate solution shall be available on board.

15.2.7    Cargo pumps shall be of the centrifugal deepwell type or of the centrifugal type with water-flushed
          seals.

15.2.8    Vent piping shall be fitted with approved weatherhoods to prevent clogging. Such weatherhoods
          shall be accessible for inspection and cleaning.

 15.2.9    Hot work on tanks, piping and equipment which have been in contact with ammonium nitrate
           solution shall only be done after all traces of ammonium nitrate have been removed, inside as well
           as outside.

 IBC CODE 2020 EDITION                                                                                      54",✓ Resolved
2,15.3,15,52,Carbon disulphide,"15.3      Carbon disulphide
          Carbon disulphide may be carried either under a water pad or under a suitable inert gas pad as
          specified in the following paragraphs.

Carriage under water pad
15.3.1    Provision shall be made to maintain a water pad in the cargo tank during loading, unloading and
          transit. In addition, an inert gas pad shall be maintained in the ullage space during transit.
15.3.2    All openings shall be in the top of the tank, above the deck.
15.3.3    Loading lines shall terminate near the bottom of the tank.
15.3.4    A standard ullage opening shall be provided for emergency sounding.
15.3.5    Cargo piping and vent lines shall be independent of piping and vent lines used for other cargo.
15.3.6    Pumps may be used for discharging cargo, provided they are of the deepwell or hydraulically driven
          submersible types. The means of driving a deepwell pump shall not present a source of ignition for
          carbon disulphide and shall not employ equipment that may exceed a temperature of 80°C.
15.3.7    If a cargo discharge pump is used, it shall be inserted through a cylindrical well extending from the
          tank top to a point near the tank bottom. A water pad shall be formed in this well before attempting
          pump removal unless the tank has been certified as gas-free.
15.3.8    Water or inert gas displacement may be used for discharging cargo, provided the cargo system is
          designed for the expected pressure and temperature.
15.3.9    Safety relief valves shall be of stainless steel construction.
15.3.10   Because of its low ignition temperature and close clearances required to arrest its flame propagation,
          only intrinsically safe systems and circuits are permitted in the hazardous locations.

Carriage under suitable inert gas pad
15.3.11   Carbon disulphide shall be carried in independent tanks with a design pressure of not less than
          0.06 MPa gauge.

15.3.12   All openings shall be located on the top of the tank, above the deck.
15.3.13   Gaskets used in the containment system shall be of a material which does not react with, or dissolve
          in, carbon disulphide.                               ;

15.3.14   Threaded joints shall not be permitted in the cargo containment system, including the vapour lines.
15.3.15   Prior to loading, the tank(s) shall be inerted with suitable inert gas until the oxygen level is 2% by
          volume or lower. Means shall be provided to automatically maintain a positive pressure in the tank
          using suitable inert gas during loading, transport and discharge. The system shall be able to maintain
          this positive pressure between 0.01 and 0.02 MPa, and shall be remotely monitored and fitted with
          over-/under-pressure alarms.
15.3.16   Hold spaces surrounding an independent tank carrying carbon disulphide shall be inerted by a
          suitable inert gas until the oxygen level is 2% or less. Means shall be provided to monitor and
          maintain this condition throughout the voyage. Means shall also be provided to sample these spaces
          for carbon disulphide vapour.
15.3.17   Carbon disulphide shall be loaded, transported and discharged in such a manner that venting to the
          atmosphere does not occur. If carbon disulphide vapour is returned to shore during loading or to
          the ship during discharge, the vapour-return system shall be independent of all other containment
          systems.

15.3.18
          Carbon disulphide shall be discharged only by submerged deepwell pumps or by a suitable inert
          gas displacement. The submerged deepwell pumps shall be operated in a way that prevents heat
          build-up in the pump. The pump shall also be equipped with a temperature sensor in the pump
          housing with remote readout and alarm in the cargo control room. The alarm shall be set at 80°C.
          The pump shall also be fitted with an automatic shut-down device to be activated if the tank
          pressure falls below atmospheric pressure during the discharge.

15.3.19   Air shall not be allowed to enter the cargo tank, cargo pump or lines while carbon disulphide is
          contained in the system.
15.3.20   No other cargo handling, tank cleaning or deballasting shall take place concurrent with loading or
          discharge of carbon disulphide.

15.3.21   A water spray system of sufficient capacity shall be provided to blanket effectively the area
          surrounding the loading manifold, the exposed deck piping associated with product handling
          and the tank domes. The arrangement of piping and nozzles shall be such as to give a uniform
          distribution rate of 10 L/m?/min. Remote manual operation shall be arranged such that remote
          starting of pumps supplying the water-spray system and remote operation of any normally closed
          valves in the system can be carried out from a suitable location outside the cargo area adjacent
          to the accommodation spaces and readily accessible and operable in the event of fire in the areas
          protected. The water-spray system shall be capable of both local and remote manual operation,
          and the arrangement shall ensure that any spilled cargo is washed away. Additionally, a water hose
          with pressure to the nozzle when atmospheric temperature permits, shall be connected ready for
          immediate use during loading and unloading operations.

15.3.22   No cargo tanks shall be more than 98% liquid-full at the reference temperature (R).
15.3.23   The maximum volume (V,) of cargo to be loaded in a tank shall be:
                Vi= o.gav 22
          where
                V = volume of the tank
                Pr = density of cargo at the reference temperature (R)
                p, = density of cargo at the loading temperature
                R = reference temperature

15.3.24   The maximum allowable tank filling limits for each cargo tank shall be indicated for each loading
          temperature which may be applied, and for the applicable maximum reference temperature, on a
          list approved by the Administration. A copy of the list shall be permanently kept on board by the
          master.
15.3.25   Zones on open deck, or semi-enclosed spaces on open deck within 3 metres of a tank outlet, gas or
          vapour outlet, cargo pipe flange or cargo valve of a tank certified to carry carbon disulphide, shall
          comply with the electrical equipment requirements specified for carbon disulphide in column i,
          chapter 17. Also, within the specified zone, no other heat sources, like steam piping, with surface
          temperatures in excess of 80°C shall be allowed.

15.3.26    Means shall be provided to ullage and sample the cargo without opening the tank or disturbing the
           positive suitable inert gas blanket.

15.3.27   The product shall be transported only in accordance with a cargo-handling plan that has been
          -approved by the Administration. Cargo-handling plans shall show the entire cargo piping system. A
           copy of the approved cargo-handling plan shall be available on board. The International Certificate
           of Fitness for the Carriage of Dangerous Chemicals in Bulk shall be endorsed to include reference
           to the approved cargo-handling plan.",✓ Resolved
3,15.4,15,54,Diethyl ether,"15.4       Diethyl ether
 15.4.1     Unless inerted, natural ventilation shall be provided for the voids around the cargo tanks while
            the vessel is under way. If a mechanical ventilation system is installed, all blowers shall be of
            non-sparking construction. Mechanical ventilation equipment shall not be located in the void
            spaces surrounding the cargo tanks.
 15.4.2     Pressure-relief valve settings shall not be less than 0.02 MPa gauge for gravity tanks.
 15.4.3     Inert gas displacement may be used for discharging cargo from pressure tanks provided the cargo
            system is designed for the expected pressure.
 15.4.4     In view of the fire hazard, provision shall be made to avoid any ignition source or heat generation
            or both in the cargo area.
15.4.5      Pumps may be used for discharging cargo, provided that they are of a type designed to avoid liquid
            pressure against the shaft gland or are of a hydraulically operated submerged type and are suitable
            for use with the cargo.
 15.4.6     Provision shall be made to maintain the inert gas pad in the cargo tank during loading, unloading
            and transit.",✓ Resolved
4,15.4.6,15,54,,"15.4.6     Provision shall be made to maintain the inert gas pad in the cargo tank during loading, unloading
            and transit.",✓ Resolved
5,15.5,15,54,Hydrogen peroxide solutions ,"15.5.1     Hydrogen peroxide solutions over 60% but not over 70% by mass
 15.5.1.1   Hydrogen peroxide solutions over 60% but not over 70% by mass shall be carried in dedicated
            ships only and no other cargoes shall be carried.
 15.5.1.2   Cargo tanks and associated equipment shall be either pure aluminium (99.5%) or solid stainless steel
            (304L, 316, 316L or 316Ti), and passivated in accordance with approved procedures. Aluminium
            shall not be used for piping on deck. All non-metallic materials of construction for the containment
            system shall neither be attacked by hydrogen peroxide nor contribute to its decomposition.
 15.5.1.3   Pump-rooms shall not be used for cargo transfer operations.
 15.5.1.4   Cargo tanks shall be separated by cofferdams from oil fuel tanks or any other space containing
            flammable or combustible materials.
 15.5.1.5 Tanks intended for the carriage of hydrogen peroxide shall not be used for seawater ballast.
 15.5.1.6   Temperature sensors shall be installed at the top and bottom of the tank. Remote temperature
            readouts and continuous monitoring shall be located on the navigating bridge. If the temperature in
            the tanks rises above 35°C, visible and audible alarms shall be activated on the navigating bridge.
 15.5.1.7   Fixed oxygen monitors (or gas-sampling lines) shall be provided in void spaces adjacent to tanks
            to detect leakage of the cargo into these spaces. Remote readouts, continuous monitoring (if
            gas-sampling lines are used, intermittent sampling is satisfactory) and visible and audible alarms
            similar to those for the temperature sensors shall also be located on the navigating bridge. The
            visible and audible alarms shall be activated if the oxygen concentration in these void spaces
            exceeds 30% by volume. Two portable oxygen monitors shall also be available as back-up systems.
 15.5.1.8   As a safeguard against uncontrolled decomposition, a cargo-jettisoning system shall be installed to
            discharge the cargo overboard. The cargo shall be jettisoned if the temperature rise of the cargo
            exceeds a rate of 2°C per hour over a 5-hour period or when the temperature in the tank exceeds
            40°C.

 15.5.1.9   Cargo tank venting systems shall have pressure/vacuum-relief valves for normal controlled venting,
            and rupture discs or a similar device for emergency venting, should tank pressure rise rapidly as

          a result of uncontrolled decomposition. Rupture discs shall be sized on the basis of tank design
          pressure, tank size and anticipated decomposition rate.
15.5.1.10 A fixed water-spray system shall be provided for diluting and washing away any concentra
                                                                                                               ted
          hydrogen peroxide solution spilled on deck. The areas covered by the water-spra         y  shall include
          the manifold/hose connections and the tank tops of those tanks designated for carrying hydrogen
          peroxide solutions. The minimum application rate shall satisfy the following criteria:
          1     The product shall be diluted from the original concentration to 35% by mass within 5 minutes
                of the spill:                                                                ,

          2 The rate and estimated size of the spill shall be based upon maximum anticipated loading and
                discharge rates, the time required to stop flow of cargo in the event of tank overfill or a piping/
                hose failure, and the time necessary to begin application of dilution water with actuation at
                the cargo control location or on the navigating bridge.
15.5.1.11 Only those hydrogen peroxide solutions which have a maximum decomposition rate of
                                                                                            1%               per
          year at 25°C shall be carried. Certification from the shipper   that the  product  meets this standard
          shall be presented to the master and kept on board. A technical representative of the manufacturer
          shall be on board to monitor the transfer operations and have the capability to test the stability of
          the hydrogen peroxide. He shall certify to the master that the cargo has been loaded in a stable
          condition.
15.5.1.12 Protective clothing that is resistant to hydrogen peroxide solutions shall be provided for each
crew  member involved in cargo, transfer operations    .  Protective clothing  shall include non-flamm  able
          coveralls, suitable gloves, boots and eye protection .",✓ Resolved
6,15.5.2,15,55,Hydrogen peroxide solutions over 8% but not over 60% by mass,"15.5.2       Hydrogen peroxide solutions over 8% but not over 60% by mass
 15.5.2.1    The ship’s shell plating shall not form any boundaries of tanks containing this product.
 15.5.2.2    Hydrogen peroxide shall be carried in tanks thoroughly and effectively cleaned of all traces of
             previous cargoes and their vapours or ballast. Procedures for inspection, cleaning, passivation and
             loading of tanks shall be in accordance with MSC/Circ.394. A certificate shall be on board the vessel
             indicating that the procedures in the circular have been followed. The passivation requirement may
             be waived by an Administration for domestic shipments of short duration. Particular care in this
             respect is essential to ensure the safe carriage of hydrogen peroxide:
             1     When hydrogen peroxide is carried, no other cargoes shall be carried simultaneously.
             2     Tanks which have contained hydrogen peroxide may be used for other cargoes after cleaning
                   in accordance with the procedures outlined in MSC/Circ.394.
             3.    Consideration in design shall provide minimum internal tank structure, free draining, no
                   entrapment and ease of visual inspection.
 15.5.2.3 Cargo tanks and associated equipment shall be either pure aluminium (99.5%) or solid
                                                                                                       stainless
                                                                                                               m
          steel of types suitable for use with hydrogen peroxide (e.g. 304, 304L, 316, 316L, 316Ti). Aluminiu
          shall not be used for piping on deck. All non-metallic materials of construction for the containment
          system shall neither be attacked by hydrogen peroxide nor contribute to its decomposition.
 15.5.2.4 Cargo tanks shall be separated by a cofferdam from fuel oil tanks or any other
                                                                                              space containing
          materials incompatible with hydrogen peroxide.
- 15.5.2.5    Temperature sensors shall be installed at the top and bottom of the tank. Remote temperature
           readouts and continuous monitoring shall be located on the navigating bridge. If the temperature in
           the tank rises above 35°C, visible and audible alarms shal! activate on the navigating bridge.
  15.5.2.6 Fixed oxygen monitors (or gas-sampling lines) shall be provided in void spaces adjacent
                                                                                                        to tanks
           to detect leakage of the cargo into these spaces. The     enhanceme   nt of flammabilit y by  oxygen
             enrichment shall be recognized. Remote readouts, continuous monitoring (if gas-sampling lines
           are used, intermittent sampling is satisfactory) and visible and audible alarms similar to those for
           the temperature sensors shall also be located on the navigating bridge. The visible and audible
           alarms shall activate if the oxygen concentration in these void spaces exceeds 30% by volume.
           Two portable oxygen monitors shall also be available as back-up systems.

15.5.2.7   As a safeguard against uncontrolled decomposition, a cargo-jettisoning system shall be installed to
           discharge the cargo overboard. The cargo shall be jettisoned if the temperature rise of the cargo
           exceeds a rate of 2°C per hour over a 5-hour period or when the temperature in the tank exceeds
           40°C.

15.5.2.8 Cargo tank venting systems with filtration shall have pressure/vacuum-relief valves for normal
           controlled venting, and a device for emergency venting, should tank pressure rise rapidly as a result
           of an uncontrolled decomposition rate, as stipulated in 15.5.2.7. These venting systems shall be
           designed in such a manner that there is no introduction of seawater into the cargo tank even under
           heavy sea conditions. Emergency venting shall be sized on the basis of tank design pressure and
           tank size.

15.5.2.9 A fixed water-spray system shall be provided for diluting and washing away any concentrated
           solution spilled on deck. The areas covered by the water-spray shall include the manifold/hose
           connections and the tank tops of those tanks designated for the carriage of hydrogen peroxide
           solutions. The minimum application rate shall satisfy the following criteria:
           1     The product shall be diluted from the original concentration to 35% by mass within 5 minutes
                 of the spill.
           .2   The rate and estimated size of the spill shall be based upon maximum anticipated loading
                and discharge rates, the time required to stop flow of the cargo in the event of tank overfill
                or a piping/hose failure, and the time necessary to begin application of dilution water with
                actuation at the cargo control location or on the navigating bridge.

15.5.2.10 Only those hydrogen peroxide solutions which have a maximum decomposition rate of 1% per
          year at 25°C shall be carried. Certification from the shipper that the product meets this standard
          shall be presented to the master and kept on board. A technical representative of the manufacturer
          shall be on board to monitor the transfer operations and have the capability to test the stability of
          the hydrogen peroxide. He shall certify to the master that the cargo has been loaded in a stable
          condition.

15.5.2.11 Protective clothing that is resistant to hydrogen peroxide shall be provided for each crew
           member involved in cargo transfer operations. Protective clothing shall include coveralls that are
           non-flammable, suitable gloves, boots and eye protection.

15.5.2.12 During transfer of hydrogen peroxide, the related piping system shall be separated from all other
           systems. Cargo hoses used for transfer of hydrogen peroxide shall be marked “FOR HYDROGEN
           PEROXIDE TRANSFER ONLY”.

15.5.3     Procedures for inspection, cleaning, passivation and loading of tanks for the carriage
           of hydrogen peroxide solutions 8-60%, which have contained other cargoes,
           or for the carriage of other cargoes after the carriage of hydrogen peroxide
15.5.3.1   Tanks having contained cargoes other than hydrogen peroxide shall be inspected, cleaned and
           passivated before re-use for the transport of hydrogen peroxide solutions. The procedures for
           inspection and cleaning, as given in 15.5.3.2 to 15.5.3.8 below, apply to both stainless steel and
           pure aluminium tanks (see 15.5.2.2). Procedures for passivation are given in 15.5.3.9 for stainless
           steel and 15.5.3.10 for aluminium. Unless otherwise specified, all steps apply to the tanks and to all
           associated equipment having been in contact with the other cargo.

                                                                                                                    a

15.5.3.2 After unloading the previous cargo, the tank shall be rendered safe and inspected for any residues,
           scale and rust.

15.5.3.3 Tanks and associated equipment shall be washed with clean filtered water. The water to be used
           shall at least have the quality of potable water with a low chlorine content.

15.5.3.4 Trace residues and vapours of the previous cargo shall be removed by steaming of tank and
         equipment.

15.5.3.5 Tank and equipment are washed again with clean water (quality as above) and dried, using filtered,
           oil-free air.

15.5.3.6 The atmosphere in the tank shall be sampled and investigated for the presence of organic vapours
           and oxygen concentration.

15.5.3.7 The tank shall be checked again by visual inspection for residues of the previous cargo, scale and
           rust as well as for any smell of the previous cargo.

15.5.3.8   If inspection or measurements indicate the presence of residues of the previous cargo or its vapours,
           actions described in 15.5.3.3 to 15.5.3.5 shall be repeated.

15.5.3.9   Tank and equipment made from stainless steel which have contained other cargoes than hydrogen
           peroxide or which have been under repair shall be cleaned and passivated, regardless of any
           previous passivation, according to the following procedure:
           1      New welds and other repaired parts shall be cleaned and finished using stainless steel wire
                  brush, chisel, sandpaper or buff. Rough surfaces shall be given a smooth finish. A final polishing
                  is necessary.

           .2     Fatty and oily residues shall be removed by the use of appropriate organic solvents or detergent
                  solutions in water. The use of chlorine-containing compounds shall be avoided as they can
                  seriously interfere with passivation.
           .3.    The residues of the degreasing agent shall be removed, followed by a washing with water.
           .4     In the next step, scale and rust shall be removed by the application of acid (e.g. a mixture of
                  nitric and hydrofluoric acids), followed again by a washing with clean water.
           5      All the metal surfaces which can come into contact with hydrogen peroxide shall be passivated
                  by the application of nitric acid of a concentration between 10% and 35% by mass. The
                  nitric acid must be free from heavy metals, other oxidizing agents or hydrogen fluoride. The
                  passivation process shall continue for 8 to 24 h, depending upon the concentration of acid,
                  the ambient temperature and other factors. During this time a continuous contact between the
                  surfaces to be passivated and the nitric acid shall be ensured. In the case of large surfaces this
                  may be achieved by recirculating the acid. Hydrogen gas may be evolved in the passivation
                  process, leading to the presence of an explosive atmosphere in the tanks. Therefore, appropriate
                  measures must be taken to avoid the build-up or the ignition of such an atmosphere.
           .6     After passivation, the surfaces shall be thoroughly washed with clean filtered water. The
                  washing process shall be repeated until the effluent water has the same pH value as the
                  incoming water.

           .7     Surfaces treated according to the above steps may cause some decomposition when coming
                  into contact with hydrogen peroxide for the first time. This decomposition will cease after a
                  short time (usually within two or three days). Therefore an additional flushing with hydrogen
                  peroxide for a period of at least two days is recommended.
           .8     Only degreasing agents and acid cleaning agents which have been recommended for this
                  purpose by the manufacturer of the hydrogen peroxide shall be used in the process.
15.5.3.10   Tanks and equipment made from aluminium and which have contained cargoes other than hydrogen
          peroxide, or which have been under repair, shall be cleaned and passivated. The following is an
          example of a recommended procedure:
           1     The tank shall be washed with a solution of a sulphonated detergent in hot water, followed by
                 a washing with water.
           2     The surface shall then be treated for 15 to 20 minutes with a solution of sodium hydroxide of
                 a concentration of 7% by mass or treated for a longer period with a less concentrated solution
                 (e.g. for 12 h with 0.4% to 0.5% sodium hydroxide). To prevent excessive corrosion at the
                 bottom of the tank when treating with more concentrated solutions of sodium hydroxide,
                 water shall be added continuously to dilute the sodium hydroxide solution which collects
                 there.
           3     The tank shall be thoroughly washed with clean, filtered water. As soon as possible after
                 washing, the surface shall be passivated by the application of nitric acid of a concentration
                 between 30% and 35% by mass. The passivation process shall continue for 16 to 24 h. During
                 this time a continuous contact between the surfaces to be passivated and the nitric acid shall
                 be ensured.
           4     After passivation the surfaces shall be thoroughly washed with clean, filtered water. The
                 washing process shall be repeated until the effluent water has the same pH value as the
                 incoming water.

           .5    A visual inspection shall be made to ensure ‘that all surfaces have been treated. It is
                 recommended that an additional flushing is carried out for a minimum of 24 h with dilute
                 hydrogen peroxide solution of a concentration approximately 3% by mass.

 15.5.3.11 The concentration and stability of the hydrogen peroxide solution to be loaded shall be determined.

"" 15.5.3.12 The hydrogen peroxide is loaded under intermittent visual supervision of the interior of the tank
            from an appropriate opening.

 15.5.3.13 If substantial bubbling is observed which does not disappear within 15 minutes after the completion
           of loading, the contents of the tank shall be unloaded and disposed of in an environmentally safe
           manner. The tank and equipment shall then be repassivated as described above.

 15.5.3.14 The concentration and stability of the hydrogen peroxide solution shall be determined again. If
           the same values are obtained within the limits of error as in 15.5.3.10, the tank is considered to be
           properly passivated and the cargo ready for shipment.

 15.5.3.15 Actions described in 15.5.3.2 to 15.5.3.8 shall be carried out under the supervision of the master or
           shipper. Actions described in 15.5.3.9 to 15.5.3.14 shall be carried out under the on-site supervision
           and responsibility of a representative of the hydrogen peroxide manufacturer or under supervision
           and responsibility of another person familiar with the safety-relevant properties of hydrogen
           peroxide.

 15.5.3.16 The following procedure shall be applied when tanks having contained hydrogen peroxide solution
           are to be used for other products (unless otherwise specified, all steps apply to the tanks and to all
           associated equipment having been in contact with hydrogen peroxide):
            1.    Hydrogen peroxide cargo residue shall be drained as completely as possible from tanks and
                 equipment.

            2    Tanks and equipment shall be rinsed with clean water, and subsequently thoroughly washed
                 with clean water.
            3.   The interior of the tank shall be dried and inspected for any residues.

         Steps .1 to .3, in 15.5.3.16, shall be carried out under the supervision of the master or the shipper.
         Step .3 in 15.5.3.16 shall be carried out by a person familiar with the safety-relevant properties of
         the chemical to be transported and of hydrogen peroxide.
         SPECIAL CAUTIONS: 1         Hydrogen peroxide decomposition may enrich the atmosphere with
                                     oxygen and appropriate precautions shall be observed.
                                 2   Hydrogen gas may be evolved in the passivation processes described
                                     in 15.5.3.9.5, 15.5.3.10.2 and 15.5.3.10.4, leading to the presence of an
                                     explosive atmosphere in the tank. Therefore, appropriate measures must
                                     be taken to avoid the build-up or the ignition of such an atmosphere.",✓ Resolved
7,15.6,15,59,Motor fuel anti-knock compounds (containing lead alkyls),"15.6     Motor fuel anti-knock compounds (containing lead alkyls)
15.6.1   Tanks used for these cargoes shall not be used for the transportation of any other cargo except those
         commodities to be used in the manufacture of motor fuel anti-knock compounds containing lead
         alkyls.
15.6.2   If a cargo pump-room is located on deck level according to 15.18, the ventilation arrangements
         shall be in compliance with 15.17.
15.6.3   Entry into cargo tanks used for the transportation of these cargoes is not permitted unless approved
         by the Administration.
15.6.4   Air analysis shall be made for lead content to determine if the atmosphere is satisfactory prior to
         allowing personnel to enter the cargo pump-room or void spaces surrounding the cargo tank.",✓ Resolved
8,15.7,15,59,"Phosphorus, yellow or white","15.7     Phosphorus, yellow or white
15.7.1   Phosphorus shall, at all times, be loaded, carried and discharged under a water pad of 760 mm
         minimum depth. During discharge operations, arrangements shall be made to ensure that water
         occupies the volume of phosphorus discharged. Any water discharged from a phosphorus tank shall
         be returned only to a shore installation.
15.7.2   Tanks shall be designed and tested to a minimum equivalent water head of 2.4 m above the top
         of the tank, under designed loading conditions, taking into account the depth, relative density and
         method of loading and discharge of the phosphorus.
15.7.3   Tanks shall be so designed as to minimize the interfacial area between the liquid phosphorus and
         its water pad.
15.7.4   A minimum ullage space of 1% shall be maintained above the water pad. The ullage space shall be
         filled with inert gas or naturally ventilated by two cowled standpipes terminating at different heights
         but at least 6 m above the deck and at least 2 m above the pump-house top.
15.7.5   All openings shall be at the top of cargo tanks, and fittings and joints attached thereto shall be of
         materials resistant to phosphorus pentoxide.
15.7.6   Phosphorus shall be loaded at a temperature not exceeding 60°C.
15.7.7   Tank heating arrangements shall be external to tanks and have a suitable method of temperature
         control to ensure that the temperature of the phosphorus does not exceed 60°C. A high-temperature
         alarm shall be fitted.

15.7.8   A water drench system acceptable to the Administration shall be installed in all void spaces
          surrounding the tanks. The system shall operate automatically in the event of an escape of
         ‘phosphorus.
15.7.9   Void spaces referred to in 15.7.8 shall be provided with effective means of mechanical ventilation
         which shall be capable of being sealed off quickly in an emergency.
  15.7.10    Loading and discharge of phosphorus shall be governed by a central system on the ship which, in
            addition to incorporating high-level alarms, shall ensure that no overflow of tanks is possible and
            that such operations can be stopped quickly in an emergency from either ship or shore.
 15.7.11    During cargo transfer, a water hose on deck shall be connected to a water supply and kept flowing
            throughout the operation so that any spillage of phosphorus may be washed down with water
            immediately.
 15.7.12    Ship-to-shore loading and discharge connections shall be of a type approved by the Administration.

           * Propylene oxide or ethylene oxide/propylene oxide mixtures with an ethylene
             oxide content of not more than 30% by mass _.         .     oe",✓ Resolved
